GISJOIN,YEAR,STATE,TRACTA,race_white,race_black,race_american_indian_eskimo_aleut,race_asian_pacific_islander,race_other,housing_occupied,housing_vacant,year_built_1989_to_1990,year_built_1985_to_1988,year_built_1980_to_1984,year_built_1970_to_1979,year_built_1960_to_1969,year_built_1950_to_1959,year_built_1940_to_1949,year_built_1939_or_earlier,total_above_poverty,total_below_poverty,total_poverty_determined,poverty_rate,total_housing_units,occupancy_rate,avg_home_value_1990,2019-23_value,home_value_ratio_2019_23_to_1990
G06003705429,1990,California,5429,518,1115,0,72,1463,644,13,0,59,20,29,144,296,91,18,1991,1116,3107,0.35918892822658516,657,0.9802130898021308,95418.75,459100,4.811423331368311
G06003705430,1990,California,5430,312,3443,9,6,765,1192,35,0,8,29,39,211,653,242,45,3347,1143,4490,0.25456570155902003,1227,0.9714751426242869,114630.85234093637,586000,5.112061788192172
G06003705431,1990,California,5431,543,5071,21,65,562,1689,60,0,35,22,32,201,933,493,33,5495,656,6151,0.10664932531295725,1749,0.9656946826758147,111184.31855500821,567800,5.106835274788163
G06003705432,1990,California,5432,612,4370,0,22,2968,1928,91,49,37,71,81,316,858,473,134,5818,2091,7909,0.26438234922240483,2019,0.9549281822684498,114663.29966329967,579200,5.051311114373807
G06003705432,1990,California,5432,612,4370,0,22,2968,1928,91,49,37,71,81,316,858,473,134,5818,2091,7909,0.26438234922240483,2019,0.9549281822684498,114663.29966329967,500800,4.367570107179563
G06003705434,1990,California,5434,1420,861,18,872,1129,981,8,0,0,7,77,454,372,79,0,3996,299,4295,0.06961583236321303,989,0.9919110212335692,178630.30303030304,693200,3.8806405645653794
G06003705440,1990,California,5440,3274,413,23,1083,1804,2006,69,26,14,0,101,428,546,708,252,6096,483,6579,0.07341541267669859,2075,0.9667469879518072,163384.07923697727,605700,3.707215555081558
G06003705440,1990,California,5440,3274,413,23,1083,1804,2006,69,26,14,0,101,428,546,708,252,6096,483,6579,0.07341541267669859,2075,0.9667469879518072,163384.07923697727,627600,3.8412555429572164
G06003705501,1990,California,5501,3765,106,30,659,2047,1817,32,0,6,67,26,181,999,467,103,5767,810,6577,0.12315645431047591,1849,0.9826933477555435,162038.0635624538,619700,3.824410057585951
G06003705502,1990,California,5502,4627,154,119,756,1946,2245,56,17,33,126,211,287,1435,134,58,7075,433,7508,0.057671816728822586,2301,0.9756627553237722,168115.44064093227,658400,3.9163565077061375
G06003705502,1990,California,5502,4627,154,119,756,1946,2245,56,17,33,126,211,287,1435,134,58,7075,433,7508,0.057671816728822586,2301,0.9756627553237722,168115.44064093227,625200,3.7188731601122074
G06003705503,1990,California,5503,4509,184,107,714,1308,2016,55,30,11,17,211,403,1260,92,47,6233,276,6509,0.04240282685512368,2071,0.9734427812650893,164688.2001493652,631600,3.835126010407337
G06003705505,1990,California,5505,5340,33,9,586,702,2303,74,29,148,24,229,458,1285,160,44,6328,264,6592,0.04004854368932039,2377,0.9688683214135465,317836.08490566036,736400,2.3169175401168722
G06003705505,1990,California,5505,5340,33,9,586,702,2303,74,29,148,24,229,458,1285,160,44,6328,264,6592,0.04004854368932039,2377,0.9688683214135465,317836.08490566036,1087300,3.4209457378721826
G06003705506,1990,California,5506,5935,126,39,743,1036,2911,88,0,10,62,280,657,1475,409,106,7042,796,7838,0.10155651952028578,2999,0.9706568856285428,262517.64386536373,681000,2.5941113518040773
G06003705506,1990,California,5506,5935,126,39,743,1036,2911,88,0,10,62,280,657,1475,409,106,7042,796,7838,0.10155651952028578,2999,0.9706568856285428,262517.64386536373,817500,3.114076402496084
G06003705507,1990,California,5507,4493,26,6,538,622,2028,43,0,34,35,66,261,1488,170,17,5032,608,5640,0.10780141843971631,2071,0.9792370835345244,257125.86098935505,690100,2.6838996176606678
G06003705508,1990,California,5508,4669,53,13,403,666,2149,63,16,10,31,140,276,1132,486,121,5489,298,5787,0.05149472956626922,2212,0.9715189873417721,302858.13630041725,793700,2.6206989506555534
G06003705508,1990,California,5508,4669,53,13,403,666,2149,63,16,10,31,140,276,1132,486,121,5489,298,5787,0.05149472956626922,2212,0.9715189873417721,302858.13630041725,745300,2.46088815411816
G06003705509,1990,California,5509,5551,119,93,477,1127,3190,148,57,175,274,566,679,894,327,366,6814,440,7254,0.060656189688447756,3338,0.9556620730976633,303439.64334705076,794900,2.619631341613643
G06003705509,1990,California,5509,5551,119,93,477,1127,3190,148,57,175,274,566,679,894,327,366,6814,440,7254,0.060656189688447756,3338,0.9556620730976633,303439.64334705076,827600,2.7273957709390504
G06003705510,1990,California,5510,4801,48,29,534,535,2290,74,0,7,8,235,521,1321,250,22,5639,301,5940,0.050673400673400676,2364,0.9686971235194586,283796.6101694915,830900,2.9278010033444817
G06003705510,1990,California,5510,4801,48,29,534,535,2290,74,0,7,8,235,521,1321,250,22,5639,301,5940,0.050673400673400676,2364,0.9686971235194586,283796.6101694915,841200,2.964094601051123
G06003705511,1990,California,5511,4339,628,14,701,2125,2815,167,91,232,158,543,827,860,213,58,6556,1203,7759,0.15504575331872664,2982,0.9439973172367538,192608.69565217392,398400,2.0684424379232507
G06003705511,1990,California,5511,4339,628,14,701,2125,2815,167,91,232,158,543,827,860,213,58,6556,1203,7759,0.15504575331872664,2982,0.9439973172367538,192608.69565217392,1051300,5.4582167042889385
G06003705512,1990,California,5512,6382,447,104,1013,1155,3145,142,96,147,160,268,760,1091,561,204,8408,493,8901,0.05538703516458825,3287,0.956799513233952,221139.78899773926,713000,3.2242049394706127
G06003705512,1990,California,5512,6382,447,104,1013,1155,3145,142,96,147,160,268,760,1091,561,204,8408,493,8901,0.05538703516458825,3287,0.956799513233952,221139.78899773926,675300,3.0537245380427835
G06003705512,1990,California,5512,6382,447,104,1013,1155,3145,142,96,147,160,268,760,1091,561,204,8408,493,8901,0.05538703516458825,3287,0.956799513233952,221139.78899773926,648300,2.9316298208398295
G06003705513,1990,California,5513,3161,162,66,302,721,1648,90,0,196,36,261,358,541,283,63,3489,612,4101,0.14923189465983908,1738,0.9482163406214039,198536.03603603604,482800,2.4318003403289845
G06003705514,1990,California,5514,5059,173,12,639,950,2657,97,33,46,26,285,583,1430,325,26,6478,335,6813,0.04917070306766476,2754,0.9647785039941903,229987.42816091955,674400,2.9323341949288206
G06003705514,1990,California,5514,5059,173,12,639,950,2657,97,33,46,26,285,583,1430,325,26,6478,335,6813,0.04917070306766476,2754,0.9647785039941903,229987.42816091955,729400,3.1714777013361237
G06003705515,1990,California,5515,5083,527,74,710,1303,2656,102,4,256,180,340,450,964,528,36,6601,334,6935,0.04816149963950973,2758,0.9630166787527193,230294.66966966967,688200,2.9883453272589464
G06003705515,1990,California,5515,5083,527,74,710,1303,2656,102,4,256,180,340,450,964,528,36,6601,334,6935,0.04816149963950973,2758,0.9630166787527193,230294.66966966967,827500,3.593222549123479
G06003705517,1990,California,5517,4173,130,27,422,641,1670,56,15,59,49,66,379,702,399,57,4851,458,5309,0.0862686004897344,1726,0.9675550405561993,182747.0141150923,709500,3.882416374546967
G06003705518,1990,California,5518,4053,370,40,477,819,2152,82,19,6,67,558,248,1168,138,30,5228,487,5715,0.0852143482064742,2234,0.963294538943599,196830.8890925756,626400,3.1824273257506084
G06003705518,1990,California,5518,4053,370,40,477,819,2152,82,19,6,67,558,248,1168,138,30,5228,487,5715,0.0852143482064742,2234,0.963294538943599,196830.8890925756,659800,3.3521161390968253
G06003705519,1990,California,5519,3293,156,7,517,683,1409,36,19,79,21,210,242,689,185,0,4312,212,4524,0.046861184792219276,1445,0.9750865051903114,161559.13978494622,613600,3.7979900166389355
G06003705520,1990,California,5520,3760,180,22,775,1884,1804,168,302,30,23,164,247,1016,190,0,5944,477,6421,0.07428749415978819,1972,0.9148073022312373,160454.54545454544,619400,3.8602832861189804
G06003705520,1990,California,5520,3760,180,22,775,1884,1804,168,302,30,23,164,247,1016,190,0,5944,477,6421,0.07428749415978819,1972,0.9148073022312373,160454.54545454544,594400,3.704475920679887
G06003705521,1990,California,5521,3090,85,48,659,843,1542,41,0,30,33,259,113,873,250,25,4424,301,4725,0.0637037037037037,1583,0.9740998104864181,155420.06109979632,594100,3.822543858212256
G06003705522,1990,California,5522,2809,340,13,393,2367,1808,100,43,94,200,345,404,510,186,126,4788,1120,5908,0.1895734597156398,1908,0.9475890985324947,155850.0,611800,3.925569457811999
G06003705523,1990,California,5523,4708,622,92,1292,1758,2373,106,237,326,15,235,557,1024,85,0,7142,646,7788,0.08294812532100668,2479,0.9572408229124647,164724.34266327397,569000,3.45425570258998
G06003705523,1990,California,5523,4708,622,92,1292,1758,2373,106,237,326,15,235,557,1024,85,0,7142,646,7788,0.08294812532100668,2479,0.9572408229124647,164724.34266327397,627000,3.806359095824108
G06003705524,1990,California,5524,1074,5,8,233,1179,600,10,4,0,0,42,47,332,139,46,2132,354,2486,0.1423974255832663,610,0.9836065573770492,149061.03286384977,593600,3.9822614173228343
G06003705526,1990,California,5526,4007,297,73,1537,4185,2216,55,43,213,0,481,407,808,289,30,8658,1267,9925,0.12765743073047858,2271,0.9757815940114487,161370.54161162482,575800,3.568185334506682
G06003705526,1990,California,5526,4007,297,73,1537,4185,2216,55,43,213,0,481,407,808,289,30,8658,1267,9925,0.12765743073047858,2271,0.9757815940114487,161370.54161162482,651200,4.035432945173239
G06003705527,1990,California,5527,3354,113,59,686,1481,1688,44,0,41,14,57,103,545,830,142,5113,515,5628,0.09150675195451315,1732,0.9745958429561201,160376.254180602,632100,3.94135655075335
G06003705528,1990,California,5528,3103,159,76,563,1379,1555,43,0,17,62,218,170,519,596,16,4500,711,5211,0.13644214162348878,1598,0.9730913642052565,165623.01166489927,627200,3.7869133865830036
G06003705529,1990,California,5529,3438,248,36,923,1331,1856,58,0,20,39,314,327,766,390,58,5413,535,5948,0.08994620040349698,1914,0.9696969696969697,167092.19858156028,627000,3.7524193548387097
G06003705530,1990,California,5530,2769,52,13,399,840,1181,36,13,0,8,19,144,850,170,13,3798,243,4041,0.060133630289532294,1217,0.9704190632703369,169168.39916839916,617100,3.647844414403343
G06003705531,1990,California,5531,3862,562,44,728,464,1913,75,0,48,35,369,543,700,162,131,5159,472,5631,0.08382170129639496,1988,0.9622736418511066,226564.11917098446,770700,3.4016860340465676
G06003705532,1990,California,5532,4665,141,26,563,563,1955,59,10,0,0,31,190,1480,243,60,5648,266,5914,0.044978018261751775,2014,0.9707050645481629,192917.82246879334,704100,3.64974055268479
G06003705532,1990,California,5532,4665,141,26,563,563,1955,59,10,0,0,31,190,1480,243,60,5648,266,5914,0.044978018261751775,2014,0.9707050645481629,192917.82246879334,669400,3.469871219950573
G06003705533,1990,California,5533,2110,27,0,291,274,1008,44,20,30,29,172,248,405,133,15,2477,225,2702,0.08327165062916358,1052,0.9581749049429658,194563.8489208633,654100,3.361878394305655
G06003705534,1990,California,5534,2301,101,38,323,667,974,53,10,0,44,66,273,365,239,30,2923,500,3423,0.14607069821793747,1027,0.9483933787731256,175114.2595978062,605000,3.454887119926922
G06003705535,1990,California,5535,6444,1210,38,760,2561,2951,173,182,526,209,204,742,743,430,88,9046,1807,10853,0.16649774255966093,3124,0.9446222791293214,143512.09253417456,432500,3.013683323563892
G06003705535,1990,California,5535,6444,1210,38,760,2561,2951,173,182,526,209,204,742,743,430,88,9046,1807,10853,0.16649774255966093,3124,0.9446222791293214,143512.09253417456,519600,3.6206008206330598
G06003705535,1990,California,5535,6444,1210,38,760,2561,2951,173,182,526,209,204,742,743,430,88,9046,1807,10853,0.16649774255966093,3124,0.9446222791293214,143512.09253417456,527100,3.672861225087925
G06003705536,1990,California,5536,3002,1370,144,438,2713,2105,190,219,495,218,204,336,391,294,138,6348,1267,7615,0.1663821405121471,2295,0.9172113289760349,151963.68243243243,478300,3.1474625538418786
G06003705536,1990,California,5536,3002,1370,144,438,2713,2105,190,219,495,218,204,336,391,294,138,6348,1267,7615,0.1663821405121471,2295,0.9172113289760349,151963.68243243243,576600,3.7943276365152148
G06003705537,1990,California,5537,3015,283,50,271,4964,1899,58,23,100,164,265,531,499,224,151,6932,1534,8466,0.18119536971415073,1957,0.9703628002043945,151248.04381846637,419600,2.7742507566155354
G06003705537,1990,California,5537,3015,283,50,271,4964,1899,58,23,100,164,265,531,499,224,151,6932,1534,8466,0.18119536971415073,1957,0.9703628002043945,151248.04381846637,545700,3.6079805478672493
G06003705538,1990,California,5538,4020,1494,133,409,3367,2838,167,63,595,347,486,727,392,252,143,7246,2047,9293,0.22027332400731733,3005,0.9444259567387687,161194.26751592357,561400,3.482754124271461
G06003705538,1990,California,5538,4020,1494,133,409,3367,2838,167,63,595,347,486,727,392,252,143,7246,2047,9293,0.22027332400731733,3005,0.9444259567387687,161194.26751592357,340000,2.109256149362837
G06003705539,1990,California,5539,6423,671,126,916,2847,3200,145,52,347,283,369,790,667,584,253,9176,1624,10800,0.15037037037037038,3345,0.9566517189835575,167598.42519685038,589000,3.5143528306319007
G06003705539,1990,California,5539,6423,671,126,916,2847,3200,145,52,347,283,369,790,667,584,253,9176,1624,10800,0.15037037037037038,3345,0.9566517189835575,167598.42519685038,275000,1.640826873385013
G06003705540,1990,California,5540,5517,297,53,782,1097,2854,122,10,108,145,382,384,1220,481,246,7110,607,7717,0.07865750939484256,2976,0.959005376344086,213586.68857847166,650800,3.047006366976359
G06003705540,1990,California,5540,5517,297,53,782,1097,2854,122,10,108,145,382,384,1220,481,246,7110,607,7717,0.07865750939484256,2976,0.959005376344086,213586.68857847166,639500,2.9941004481889704
G06003705541,1990,California,5541,5976,844,135,1229,1649,3589,231,58,190,261,892,909,923,437,150,7938,1743,9681,0.18004338394793926,3820,0.9395287958115183,206746.98795180724,674500,3.262441724941725
G06003705541,1990,California,5541,5976,844,135,1229,1649,3589,231,58,190,261,892,909,923,437,150,7938,1743,9681,0.18004338394793926,3820,0.9395287958115183,206746.98795180724,629800,3.046235431235431
G06003705541,1990,California,5541,5976,844,135,1229,1649,3589,231,58,190,261,892,909,923,437,150,7938,1743,9681,0.18004338394793926,3820,0.9395287958115183,206746.98795180724,683400,3.3054895104895103
G06003705542,1990,California,5542,7057,416,81,741,1147,3778,270,96,441,162,685,457,831,784,592,8543,768,9311,0.08248308452368167,4048,0.933300395256917,191610.9496124031,647500,3.3792432077069923
G06003705542,1990,California,5542,7057,416,81,741,1147,3778,270,96,441,162,685,457,831,784,592,8543,768,9311,0.08248308452368167,4048,0.933300395256917,191610.9496124031,675000,3.522763189501498
G06003705542,1990,California,5542,7057,416,81,741,1147,3778,270,96,441,162,685,457,831,784,592,8543,768,9311,0.08248308452368167,4048,0.933300395256917,191610.9496124031,613000,3.199190866910249
G06003705543,1990,California,5543,3858,541,53,486,879,2107,153,90,205,192,245,520,541,362,105,5122,678,5800,0.11689655172413793,2260,0.9323008849557523,177946.65012406948,569100,3.1981495555168205
G06003705546,1990,California,5546,2275,125,21,951,355,1320,51,7,29,94,241,514,472,10,4,3495,229,3724,0.061493018259935556,1371,0.962800875273523,195519.87767584098,604400,3.0912457965120828
G06003705547,1990,California,5547,1699,33,0,599,2407,990,17,10,0,38,122,329,372,77,59,4294,388,4682,0.08287056813327638,1007,0.9831181727904668,153319.1489361702,594200,3.8755759089647515
G06003705549,1990,California,5549,3845,218,19,1097,1063,1972,89,7,25,140,400,567,610,168,144,5563,639,6202,0.10303128023218316,2061,0.9568170790878214,229304.44697833524,726100,3.1665325708602685
G06003705550,1990,California,5550,5245,391,53,1318,964,2507,80,59,117,129,504,828,802,120,28,7135,754,7889,0.09557611864621625,2587,0.9690761499806726,198058.234421365,742000,3.7463728896088693
G06003705550,1990,California,5550,5245,391,53,1318,964,2507,80,59,117,129,504,828,802,120,28,7135,754,7889,0.09557611864621625,2587,0.9690761499806726,198058.234421365,638200,3.2222846066689765
G06003705701,1990,California,5701,1476,316,0,364,56,702,23,0,0,0,19,138,495,73,0,1954,187,2141,0.08734236338159738,725,0.9682758620689655,203881.57894736843,726600,3.5638334946757015
G06003705704,1990,California,5704,2522,4069,27,1444,1882,2756,165,93,28,199,116,456,929,872,228,8249,1648,9897,0.16651510558755178,2921,0.9435124957206437,145103.16368638238,621400,4.28247037633899
G06003705704,1990,California,5704,2522,4069,27,1444,1882,2756,165,93,28,199,116,456,929,872,228,8249,1648,9897,0.16651510558755178,2921,0.9435124957206437,145103.16368638238,490500,3.380353588017822
G06003705704,1990,California,5704,2522,4069,27,1444,1882,2756,165,93,28,199,116,456,929,872,228,8249,1648,9897,0.16651510558755178,2921,0.9435124957206437,145103.16368638238,604300,4.164623187031946
G06003705705,1990,California,5705,7104,1208,124,1475,948,3754,165,9,62,56,268,513,569,1429,1013,9184,1586,10770,0.14726090993500465,3919,0.9578974228119418,163205.53650171484,604300,3.702693014912827
G06003705705,1990,California,5705,7104,1208,124,1475,948,3754,165,9,62,56,268,513,569,1429,1013,9184,1586,10770,0.14726090993500465,3919,0.9578974228119418,163205.53650171484,619900,3.798278007520208
G06003705705,1990,California,5705,7104,1208,124,1475,948,3754,165,9,62,56,268,513,569,1429,1013,9184,1586,10770,0.14726090993500465,3919,0.9578974228119418,163205.53650171484,602600,3.692276701615869
G06003705706,1990,California,5706,7045,3001,151,2244,1410,5000,278,110,425,139,429,1431,1087,1058,599,11929,1857,13786,0.13470187146380386,5278,0.9473285335354301,159183.71212121213,611500,3.84147342621566
G06003705706,1990,California,5706,7045,3001,151,2244,1410,5000,278,110,425,139,429,1431,1087,1058,599,11929,1857,13786,0.13470187146380386,5278,0.9473285335354301,159183.71212121213,629100,3.952037501933396
G06003705706,1990,California,5706,7045,3001,151,2244,1410,5000,278,110,425,139,429,1431,1087,1058,599,11929,1857,13786,0.13470187146380386,5278,0.9473285335354301,159183.71212121213,323400,2.0316148913134002
