GISJOIN,YEAR,STATE,TRACTA,race_white,race_black,race_american_indian_eskimo_aleut,race_asian_pacific_islander,race_other,housing_occupied,housing_vacant,year_built_1989_to_1990,year_built_1985_to_1988,year_built_1980_to_1984,year_built_1970_to_1979,year_built_1960_to_1969,year_built_1950_to_1959,year_built_1940_to_1949,year_built_1939_or_earlier,total_above_poverty,total_below_poverty,total_poverty_determined,poverty_rate,total_housing_units,occupancy_rate,avg_home_value_1990,2019-23_value,home_value_ratio_2019_23_to_1990
G06003704809,1990,California,4809,3837,205,33,5099,2786,3820,190,188,175,697,515,523,563,625,724,9418,2170,11588,0.18726268553676217,4010,0.9526184538653366,213462.21959858324,831600,3.895771352719127
G06003704809,1990,California,4809,3837,205,33,5099,2786,3820,190,188,175,697,515,523,563,625,724,9418,2170,11588,0.18726268553676217,4010,0.9526184538653366,213462.21959858324,618000,2.895125897042353
G06003704809,1990,California,4809,3837,205,33,5099,2786,3820,190,188,175,697,515,523,563,625,724,9418,2170,11588,0.18726268553676217,4010,0.9526184538653366,213462.21959858324,849000,3.977284606130999
G06003704810,1990,California,4810,3698,221,10,3291,1717,3095,153,132,190,292,260,718,487,419,750,7509,1170,8679,0.13480815762184584,3248,0.9528940886699507,215438.9574759945,783200,3.6353685014803734
G06003704810,1990,California,4810,3698,221,10,3291,1717,3095,153,132,190,292,260,718,487,419,750,7509,1170,8679,0.13480815762184584,3248,0.9528940886699507,215438.9574759945,676900,3.1419572761134633
G06003704811,1990,California,4811,6391,237,100,2947,2749,4282,190,231,551,228,538,638,873,1008,405,9899,2056,11955,0.17197825177749895,4472,0.9575134168157424,224853.74771480804,819900,3.646370177649498
G06003704811,1990,California,4811,6391,237,100,2947,2749,4282,190,231,551,228,538,638,873,1008,405,9899,2056,11955,0.17197825177749895,4472,0.9575134168157424,224853.74771480804,677700,3.0139591040286193
G06003704811,1990,California,4811,6391,237,100,2947,2749,4282,190,231,551,228,538,638,873,1008,405,9899,2056,11955,0.17197825177749895,4472,0.9575134168157424,224853.74771480804,807400,3.590778486930363
G06003704813,1990,California,4813,1185,19,0,889,580,782,27,0,30,8,37,107,241,197,189,2314,348,2662,0.13072877535687452,809,0.9666254635352287,202211.53846153847,798900,3.9508131241084166
G06003704814,1990,California,4814,4425,74,43,5287,2061,3786,155,39,599,136,342,469,826,987,543,9619,2229,11848,0.18813301823092504,3941,0.9606698807409287,221349.64830011723,753600,3.4045683188898965
G06003704814,1990,California,4814,4425,74,43,5287,2061,3786,155,39,599,136,342,469,826,987,543,9619,2229,11848,0.18813301823092504,3941,0.9606698807409287,221349.64830011723,843500,3.810713079861502
G06003704814,1990,California,4814,4425,74,43,5287,2061,3786,155,39,599,136,342,469,826,987,543,9619,2229,11848,0.18813301823092504,3941,0.9606698807409287,221349.64830011723,913900,4.128761924938265
G06003704815,1990,California,4815,2130,106,0,1700,315,1523,48,13,73,4,29,290,285,845,32,3961,282,4243,0.06646240867310865,1571,0.9694462126034373,221619.97885835095,818300,3.6923566377696426
G06003704818,1990,California,4818,1220,7,0,1207,174,875,26,6,20,0,19,54,448,348,6,2465,143,2608,0.054831288343558285,901,0.9711431742508324,247908.51955307263,837500,3.3782622779960843
G06003704826,1990,California,4826,2185,51,66,4197,508,2208,48,15,50,162,331,775,758,110,55,6255,732,6987,0.10476599398883642,2256,0.9787234042553191,255748.57142857142,878700,3.435796317812137
G06003704827,1990,California,4827,2506,38,6,2282,1718,2180,51,0,37,7,63,185,1074,783,82,5772,766,6538,0.1171612113796268,2231,0.9771402958314657,207684.79033404405,832600,4.00895991786799
G06003704827,1990,California,4827,2506,38,6,2282,1718,2180,51,0,37,7,63,185,1074,783,82,5772,766,6538,0.1171612113796268,2231,0.9771402958314657,207684.79033404405,781700,3.7638769730932116
G06003704828,1990,California,4828,1794,20,0,1671,859,1370,27,0,0,26,181,116,612,427,35,4011,327,4338,0.07538035961272475,1397,0.98067287043665,218106.58153241652,784400,3.596406832333104
G06003705001,1990,California,5001,3355,18,23,259,64,1249,38,21,47,39,242,335,330,125,148,3664,49,3713,0.01319687584163749,1287,0.9704739704739704,449532.9181494662,1167700,2.597585077433081
G06003705003,1990,California,5003,1733,52,0,748,467,1019,25,25,173,441,274,20,45,37,29,2838,91,2929,0.031068624103789688,1044,0.9760536398467433,362615.74074074073,908300,2.5048554101500162
G06003705005,1990,California,5005,1619,9,14,178,731,793,17,13,114,214,232,51,58,64,64,2167,384,2551,0.15052920423363386,810,0.9790123456790123,153087.24832214764,342700,2.238592722490136
G06003705006,1990,California,5006,3911,20,18,59,1947,1361,24,3,29,37,141,284,445,258,188,4863,1047,5910,0.17715736040609137,1385,0.9826714801444043,153253.16455696203,603400,3.9372759560584782
G06003705007,1990,California,5007,3781,48,48,103,2292,1705,28,13,47,63,14,323,1070,158,45,5587,469,6056,0.077443857331572,1733,0.9838430467397576,165328.0358598207,569600,3.445271680859717
G06003705008,1990,California,5008,2298,34,0,73,2514,1386,28,5,0,29,116,97,903,246,18,4615,295,4910,0.06008146639511202,1414,0.9801980198019802,168548.70775347913,617600,3.664222694031611
G06003705009,1990,California,5009,4020,19,0,67,1413,1569,17,7,41,58,88,208,797,354,33,4573,826,5399,0.15299129468420078,1586,0.989281210592686,159833.52144469527,617300,3.8621435254656187
G06003705010,1990,California,5010,4475,4,55,206,2525,2063,67,9,6,40,60,196,837,797,185,6602,617,7219,0.08546890150990442,2130,0.9685446009389671,166439.6437994723,594900,3.574268644294504
G06003705010,1990,California,5010,4475,4,55,206,2525,2063,67,9,6,40,60,196,837,797,185,6602,617,7219,0.08546890150990442,2130,0.9685446009389671,166439.6437994723,626000,3.7611231657898125
G06003705012,1990,California,5012,2924,7,58,153,1572,1503,50,30,27,30,173,265,616,341,71,4383,325,4708,0.06903143585386576,1553,0.9678042498390212,185605.56079170594,662500,3.569397367051326
G06003705013,1990,California,5013,4547,82,49,185,1339,2421,74,7,8,3,160,239,745,904,429,5919,247,6166,0.04005838469023678,2495,0.9703406813627254,203360.0583090379,654200,3.2169542310311456
G06003705013,1990,California,5013,4547,82,49,185,1339,2421,74,7,8,3,160,239,745,904,429,5919,247,6166,0.04005838469023678,2495,0.9703406813627254,203360.0583090379,696500,3.424959678864557
G06003705014,1990,California,5014,1908,30,21,86,1713,1231,68,9,34,6,125,159,256,291,419,3098,651,3749,0.17364630568151507,1299,0.947652040030793,156226.70807453417,637400,4.079968194016499
G06003705016,1990,California,5016,5077,85,10,528,816,2257,109,85,199,129,133,607,773,155,285,5477,417,5894,0.07074991516796743,2366,0.9539306846999155,345661.71505739365,968300,2.8012937442008106
G06003705017,1990,California,5017,3087,50,9,81,271,1307,30,16,15,11,4,132,985,121,53,3396,71,3467,0.02047880011537352,1337,0.9775617053103964,246345.9516298633,874800,3.551103617543485
G06003705018,1990,California,5018,6062,133,39,248,2934,3419,168,111,185,195,590,701,844,411,550,7594,1545,9139,0.16905569537148485,3587,0.9531642040702537,205994.1089837997,741500,3.5996175019661116
G06003705018,1990,California,5018,6062,133,39,248,2934,3419,168,111,185,195,590,701,844,411,550,7594,1545,9139,0.16905569537148485,3587,0.9531642040702537,205994.1089837997,645600,3.1340702080503324
G06003705018,1990,California,5018,6062,133,39,248,2934,3419,168,111,185,195,590,701,844,411,550,7594,1545,9139,0.16905569537148485,3587,0.9531642040702537,205994.1089837997,580100,2.816099949953528
G06003705019,1990,California,5019,2833,8,20,68,809,1333,43,0,0,0,27,57,992,245,55,3691,47,3738,0.012573568753344035,1376,0.96875,168799.80563654032,668400,3.959720199199747
G06003705021,1990,California,5021,2457,399,59,163,2120,1343,43,5,24,50,103,175,708,292,29,3879,211,4090,0.05158924205378973,1386,0.9689754689754689,163038.88130968623,619500,3.7997071313515884
G06003705022,1990,California,5022,3439,36,33,96,2127,1804,43,18,131,53,102,175,800,542,26,5341,359,5700,0.06298245614035088,1847,0.9767190037899296,165610.30741410487,614600,3.7111216662572
G06003705023,1990,California,5023,3926,54,42,220,3968,2066,39,0,95,174,135,227,1228,186,60,7157,977,8134,0.12011310548315712,2105,0.9814726840855107,155418.9944134078,616400,3.9660531991373116
G06003705024,1990,California,5024,4272,18,84,73,3505,2068,58,33,8,75,100,175,1304,366,65,7089,751,7840,0.09579081632653061,2126,0.9727187206020697,161959.20303605314,619300,3.8238024662429337
G06003705024,1990,California,5024,4272,18,84,73,3505,2068,58,33,8,75,100,175,1304,366,65,7089,751,7840,0.09579081632653061,2126,0.9727187206020697,161959.20303605314,630600,3.8935731232242756
G06003705025,1990,California,5025,1747,49,5,243,1661,1072,18,0,21,44,138,214,537,94,42,3203,372,3575,0.10405594405594405,1090,0.9834862385321101,162571.5648854962,610800,3.757114600146735
G06003705027,1990,California,5027,3287,85,43,338,3098,1911,27,10,86,83,390,100,1098,171,0,6126,712,6838,0.10412401286926001,1938,0.9860681114551083,154836.48255813954,582800,3.76397080566051
G06003705028,1990,California,5028,4808,162,46,381,1719,2227,127,23,287,27,341,208,1309,152,7,6460,635,7095,0.08949964763918253,2354,0.9460492778249787,175627.79433681074,648900,3.694745484052314
G06003705030,1990,California,5030,3088,36,17,139,2014,1115,38,0,104,100,111,160,404,141,133,4460,786,5246,0.14982844071673657,1153,0.9670424978317432,149704.01691331924,625000,4.174904674481006
G06003705303,1990,California,5303,2889,0,45,195,5083,2310,37,0,0,52,112,236,580,869,498,6511,1671,8182,0.20422879491566853,2347,0.9842351938645079,161867.72486772487,590900,3.6505115549308664
G06003705303,1990,California,5303,2889,0,45,195,5083,2310,37,0,0,52,112,236,580,869,498,6511,1671,8182,0.20422879491566853,2347,0.9842351938645079,161867.72486772487,581400,3.591821658549341
G06003705304,1990,California,5304,1227,59,0,1010,1736,1241,25,0,0,8,387,194,233,402,42,2930,1047,3977,0.26326376665828516,1266,0.9802527646129542,181114.25339366516,620700,3.427118453514881
G06003705305,1990,California,5305,1393,15,0,0,3054,982,40,13,16,173,176,83,136,181,244,3489,952,4441,0.2143661337536591,1022,0.9608610567514677,132408.13648293962,594700,4.49141582833639
G06003705306,1990,California,5306,3421,1477,0,227,3451,1156,18,0,62,53,118,132,231,301,277,3857,822,4679,0.17567856379568283,1174,0.9846678023850085,129314.12337662338,662700,5.124730251388758
G06003705307,1990,California,5307,1646,0,69,0,603,496,31,0,22,25,38,113,105,122,102,1742,558,2300,0.2426086956521739,527,0.9411764705882353,106261.68224299066,613800,5.776306068601583
G06003705308,1990,California,5308,4799,130,30,282,4844,2183,70,30,66,21,121,320,591,410,694,7599,2387,9986,0.23903464850791106,2253,0.9689303151353751,133175.97765363127,653600,4.907792017115171
G06003705308,1990,California,5308,4799,130,30,282,4844,2183,70,30,66,21,121,320,591,410,694,7599,2387,9986,0.23903464850791106,2253,0.9689303151353751,133175.97765363127,633500,4.7568638966377925
G06003705309,1990,California,5309,3777,17,31,124,3794,1837,60,20,97,165,245,261,252,339,518,5960,1761,7721,0.2280792643439969,1897,0.9683711122825513,132061.47540983607,653000,4.9446668528690685
G06003705309,1990,California,5309,3777,17,31,124,3794,1837,60,20,97,165,245,261,252,339,518,5960,1761,7721,0.2280792643439969,1897,0.9683711122825513,132061.47540983607,522500,3.956490705396766
G06003705310,1990,California,5310,1612,30,29,45,3993,1254,61,36,49,26,117,141,260,268,418,4305,1375,5680,0.2420774647887324,1315,0.9536121673003802,130084.74576271187,616700,4.740755700325733
G06003705311,1990,California,5311,3920,41,18,81,3720,1862,41,42,123,146,136,329,326,254,547,5676,2040,7716,0.2643856920684292,1903,0.9784550709406201,144440.72657743786,621500,4.302803057881325
G06003705311,1990,California,5311,3920,41,18,81,3720,1862,41,42,123,146,136,329,326,254,547,5676,2040,7716,0.2643856920684292,1903,0.9784550709406201,144440.72657743786,713000,4.936280901479299
G06003705318,1990,California,5318,1656,0,18,28,3139,1205,32,0,35,22,166,166,244,308,296,3896,945,4841,0.19520760173517868,1237,0.9741309620048505,164532.41895261846,571500,3.473479595316585
G06003705320,1990,California,5320,3157,0,7,163,2373,1752,84,0,189,49,213,340,499,391,155,4405,1272,5677,0.22406200457988373,1836,0.954248366013072,163438.47352024922,614700,3.7610483429034334
G06003705320,1990,California,5320,3157,0,7,163,2373,1752,84,0,189,49,213,340,499,391,155,4405,1272,5677,0.22406200457988373,1836,0.954248366013072,163438.47352024922,485000,2.967477544018489
G06003705321,1990,California,5321,3761,49,79,425,5125,2594,129,69,210,197,393,525,655,445,229,8021,1390,9411,0.1476995005844225,2723,0.9526257803892766,187381.82773109243,581200,3.101688178824189
G06003705321,1990,California,5321,3761,49,79,425,5125,2594,129,69,210,197,393,525,655,445,229,8021,1390,9411,0.1476995005844225,2723,0.9526257803892766,187381.82773109243,625300,3.337036507602831
G06003705322,1990,California,5322,2363,149,27,171,3833,1689,62,30,204,53,253,586,298,229,98,4942,1526,6468,0.23593073593073594,1751,0.9645916619074815,192929.14171656687,622500,3.22657320952849
G06003705325,1990,California,5325,1096,129,0,299,2920,1067,28,47,334,115,87,139,187,156,30,3421,995,4416,0.22531702898550723,1095,0.9744292237442922,153125.0,530300,3.4631836734693877
G06003705328,1990,California,5328,763,1019,0,10,2574,1021,32,18,25,0,140,184,152,282,252,2265,2101,4366,0.4812185066422355,1053,0.9696106362773029,91905.73770491804,493200,5.366367892976588
G06003705329,1990,California,5329,1321,1433,0,0,3330,1400,91,57,65,25,68,241,293,306,436,3968,2072,6040,0.343046357615894,1491,0.9389671361502347,111335.14986376022,377000,3.3861722956436613
G06003705330,1990,California,5330,1947,418,16,23,4893,1483,25,0,44,25,111,249,393,289,397,5299,1949,7248,0.268901766004415,1508,0.98342175066313,121217.53246753247,473700,3.9078505423865004
G06003705330,1990,California,5330,1947,418,16,23,4893,1483,25,0,44,25,111,249,393,289,397,5299,1949,7248,0.268901766004415,1508,0.98342175066313,121217.53246753247,478500,3.9474487746082763
G06003705332,1990,California,5332,2096,50,15,112,5303,1803,60,5,96,97,133,308,487,369,368,5682,1788,7470,0.2393574297188755,1863,0.9677938808373591,173019.59114139693,474200,2.7407300923076923
G06003705332,1990,California,5332,2096,50,15,112,5303,1803,60,5,96,97,133,308,487,369,368,5682,1788,7470,0.2393574297188755,1863,0.9677938808373591,173019.59114139693,597600,3.4539441230769232
G06003705333,1990,California,5333,1077,0,42,15,2733,862,36,0,71,30,114,167,213,171,132,2909,920,3829,0.24027161138678507,898,0.9599109131403119,153577.58620689655,640500,4.170530451866405
G06003705334,1990,California,5334,3912,46,44,135,8244,2887,65,63,62,59,200,619,778,702,469,9707,2485,12192,0.2038221784776903,2952,0.9779810298102981,154947.18309859154,539900,3.4844131348710374
G06003705334,1990,California,5334,3912,46,44,135,8244,2887,65,63,62,59,200,619,778,702,469,9707,2485,12192,0.2038221784776903,2952,0.9779810298102981,154947.18309859154,535600,3.456661742983752
G06003705334,1990,California,5334,3912,46,44,135,8244,2887,65,63,62,59,200,619,778,702,469,9707,2485,12192,0.2038221784776903,2952,0.9779810298102981,154947.18309859154,619100,3.9955550505624364
G06003705335,1990,California,5335,2467,71,0,11,5153,1761,47,48,206,23,109,352,347,445,278,5502,2177,7679,0.2835004557885141,1808,0.974004424778761,157566.74757281554,471000,2.9892093811375977
G06003705335,1990,California,5335,2467,71,0,11,5153,1761,47,48,206,23,109,352,347,445,278,5502,2177,7679,0.2835004557885141,1808,0.974004424778761,157566.74757281554,561300,3.56229984210729
G06003705336,1990,California,5336,7893,80,57,233,8161,4246,136,76,236,158,530,1006,1067,537,772,11843,4507,16350,0.2756574923547401,4382,0.9689639434048379,172170.02237136464,677100,3.9327403846153848
G06003705336,1990,California,5336,7893,80,57,233,8161,4246,136,76,236,158,530,1006,1067,537,772,11843,4507,16350,0.2756574923547401,4382,0.9689639434048379,172170.02237136464,531300,3.0859030665280667
G06003705336,1990,California,5336,7893,80,57,233,8161,4246,136,76,236,158,530,1006,1067,537,772,11843,4507,16350,0.2756574923547401,4382,0.9689639434048379,172170.02237136464,642300,3.730614604989605
G06003705337,1990,California,5337,3810,30,34,131,7597,2747,83,100,115,188,465,552,454,500,456,9071,2452,11523,0.21279180768896988,2830,0.9706713780918728,159928.46924177397,496400,3.103887646480007
G06003705337,1990,California,5337,3810,30,34,131,7597,2747,83,100,115,188,465,552,454,500,456,9071,2452,11523,0.21279180768896988,2830,0.9706713780918728,159928.46924177397,630500,3.9423875122998475
G06003705337,1990,California,5337,3810,30,34,131,7597,2747,83,100,115,188,465,552,454,500,456,9071,2452,11523,0.21279180768896988,2830,0.9706713780918728,159928.46924177397,637600,3.9867823597817336
G06003705339,1990,California,5339,4065,30,169,179,5702,2226,78,152,242,49,229,419,716,368,129,8063,2013,10076,0.19978165938864628,2304,0.9661458333333334,182989.13043478262,566100,3.0936263736263734
G06003705339,1990,California,5339,4065,30,169,179,5702,2226,78,152,242,49,229,419,716,368,129,8063,2013,10076,0.19978165938864628,2304,0.9661458333333334,182989.13043478262,594700,3.2499198099198097
G06003705340,1990,California,5340,3812,40,87,33,5593,2113,70,8,140,152,146,534,675,398,130,7204,2103,9307,0.22595895562479854,2183,0.9679340357306458,163864.05959031658,598400,3.6518074890618784
G06003705340,1990,California,5340,3812,40,87,33,5593,2113,70,8,140,152,146,534,675,398,130,7204,2103,9307,0.22595895562479854,2183,0.9679340357306458,163864.05959031658,487200,2.9731962043297915
G06003705341,1990,California,5341,3944,19,126,102,4572,1939,75,43,35,104,216,494,615,394,113,6150,2561,8711,0.2939960968889909,2014,0.9627606752730884,210280.3738317757,470100,2.2355866666666664
G06003705342,1990,California,5342,4347,92,216,244,8983,2966,79,145,421,114,388,718,680,441,138,9413,4198,13611,0.3084270075674087,3045,0.9740558292282431,178426.5350877193,534400,2.9950702104778
G06003705342,1990,California,5342,4347,92,216,244,8983,2966,79,145,421,114,388,718,680,441,138,9413,4198,13611,0.3084270075674087,3045,0.9740558292282431,178426.5350877193,551100,3.088666154555231
G06003705343,1990,California,5343,2331,112,115,109,5278,1826,48,53,199,127,269,387,477,278,84,5898,1998,7896,0.2530395136778115,1874,0.9743863393810032,152950.3105590062,607800,3.9738395939086297
G06003705343,1990,California,5343,2331,112,115,109,5278,1826,48,53,199,127,269,387,477,278,84,5898,1998,7896,0.2530395136778115,1874,0.9743863393810032,152950.3105590062,671200,4.388353299492386
G06003705345,1990,California,5345,3082,21,39,149,5185,2163,60,0,93,62,108,368,368,609,615,6766,1629,8395,0.1940440738534842,2223,0.9730094466936572,168936.58536585365,557500,3.300054862554863
G06003705345,1990,California,5345,3082,21,39,149,5185,2163,60,0,93,62,108,368,368,609,615,6766,1629,8395,0.1940440738534842,2223,0.9730094466936572,168936.58536585365,592700,3.508417070917071
G06003705347,1990,California,5347,1318,0,15,55,2343,892,16,0,22,34,14,18,124,215,481,3276,434,3710,0.1169811320754717,908,0.9823788546255506,170601.644245142,549700,3.2221260377193177
G06003705349,1990,California,5349,1980,276,15,91,4198,1384,73,24,52,46,38,197,352,254,494,4591,1947,6538,0.29779749158764146,1457,0.9498970487302677,116873.61419068737,528600,4.5228343767786
G06003705350,1990,California,5350,1632,1708,32,0,4163,1670,59,4,161,68,168,224,337,380,387,4752,2749,7501,0.3664844687375017,1729,0.9658762290341237,109312.73062730627,533400,4.879578041267564
G06003705350,1990,California,5350,1632,1708,32,0,4163,1670,59,4,161,68,168,224,337,380,387,4752,2749,7501,0.3664844687375017,1729,0.9658762290341237,109312.73062730627,543200,4.96922908139584
G06003705352,1990,California,5352,481,2435,53,0,1481,1121,61,7,33,8,80,158,193,355,348,2942,1487,4429,0.33574170241589524,1182,0.9483925549915397,99366.47173489278,522100,5.254287395782247
G06003705353,1990,California,5353,880,747,13,24,3845,1213,26,0,103,39,120,191,195,311,280,3571,1919,5490,0.3495446265938069,1239,0.9790153349475383,116840.86629001884,486000,4.15950356610388
G06003705354,1990,California,5354,373,1255,12,0,1441,674,29,0,38,17,116,122,124,123,163,1609,1416,3025,0.468099173553719,703,0.9587482219061166,90740.74074074074,372700,4.107306122448979
G06003705355,1990,California,5355,3227,68,35,193,6944,2644,48,18,168,147,212,544,492,506,605,8290,2046,10336,0.19794891640866874,2692,0.9821693907875185,164040.0552486188,651700,3.972810171346777
G06003705355,1990,California,5355,3227,68,35,193,6944,2644,48,18,168,147,212,544,492,506,605,8290,2046,10336,0.19794891640866874,2692,0.9821693907875185,164040.0552486188,574600,3.5028030143560813
G06003705355,1990,California,5355,3227,68,35,193,6944,2644,48,18,168,147,212,544,492,506,605,8290,2046,10336,0.19794891640866874,2692,0.9821693907875185,164040.0552486188,592600,3.6125323117079944
G06003705357,1990,California,5357,3436,190,67,34,6672,2614,71,17,42,41,159,400,581,725,720,8446,1875,10321,0.18166844298033136,2685,0.9735567970204841,172540.46762589927,627000,3.6339301071065595
G06003705357,1990,California,5357,3436,190,67,34,6672,2614,71,17,42,41,159,400,581,725,720,8446,1875,10321,0.18166844298033136,2685,0.9735567970204841,172540.46762589927,660700,3.82924660568629
G06003705359,1990,California,5359,4975,103,167,82,5168,2810,56,11,10,53,57,231,664,1402,438,9387,1059,10446,0.10137851809304997,2866,0.9804605722260991,160684.58686440677,603900,3.7582945059291797
G06003705359,1990,California,5359,4975,103,167,82,5168,2810,56,11,10,53,57,231,664,1402,438,9387,1059,10446,0.10137851809304997,2866,0.9804605722260991,160684.58686440677,613300,3.8167942051438417
G06003705360,1990,California,5360,1253,46,0,48,2196,965,16,28,14,12,0,113,300,340,174,2967,536,3503,0.153011704253497,981,0.9836901121304791,162840.9090909091,604900,3.71466852756455
G06003705361,1990,California,5361,5181,519,52,399,4853,3317,136,6,22,75,669,626,659,1136,260,9383,1567,10950,0.14310502283105023,3453,0.9606139588763394,172661.33806986382,557000,3.225968281183026
G06003705361,1990,California,5361,5181,519,52,399,4853,3317,136,6,22,75,669,626,659,1136,260,9383,1567,10950,0.14310502283105023,3453,0.9606139588763394,172661.33806986382,582300,3.3724978996999573
G06003705361,1990,California,5361,5181,519,52,399,4853,3317,136,6,22,75,669,626,659,1136,260,9383,1567,10950,0.14310502283105023,3453,0.9606139588763394,172661.33806986382,630600,3.652236262323189
G06003705362,1990,California,5362,3404,76,63,160,2027,1834,25,0,0,6,211,192,487,793,170,4701,1029,5730,0.17958115183246073,1859,0.9865519096288327,168047.74083546462,609300,3.625755377435065
G06003705362,1990,California,5362,3404,76,63,160,2027,1834,25,0,0,6,211,192,487,793,170,4701,1029,5730,0.17958115183246073,1859,0.9865519096288327,168047.74083546462,604300,3.5960019277597404
G06003705400,1990,California,5400,1470,800,0,255,3754,1389,29,98,78,111,102,276,363,247,143,4265,1979,6244,0.316944266495836,1418,0.9795486600846263,141112.56544502618,546700,3.8742120396994713
G06003705402,1990,California,5402,3863,2463,66,274,7451,3273,93,0,0,173,376,880,1044,672,221,10078,3274,13352,0.24520671060515278,3366,0.9723707664884136,143180.76923076922,490600,3.4264378005211276
G06003705402,1990,California,5402,3863,2463,66,274,7451,3273,93,0,0,173,376,880,1044,672,221,10078,3274,13352,0.24520671060515278,3366,0.9723707664884136,143180.76923076922,607100,4.240094555027265
G06003705402,1990,California,5402,3863,2463,66,274,7451,3273,93,0,0,173,376,880,1044,672,221,10078,3274,13352,0.24520671060515278,3366,0.9723707664884136,143180.76923076922,497200,3.4725333763128914
G06003705403,1990,California,5403,1584,457,0,72,3329,1165,31,0,0,19,67,225,391,277,217,4247,1182,5429,0.21771965371154908,1196,0.9740802675585284,117344.02079722704,498700,4.249896983347487
G06003705404,1990,California,5404,261,667,0,0,901,375,16,3,80,32,47,48,83,52,46,1306,492,1798,0.27363737486095663,391,0.959079283887468,95923.91304347826,520200,5.423048158640227
G06003705405,1990,California,5405,2312,2655,51,242,5790,2348,67,0,225,148,206,445,662,524,205,7867,3091,10958,0.2820770213542617,2415,0.9722567287784679,125371.62162162163,619000,4.937321476690919
G06003705405,1990,California,5405,2312,2655,51,242,5790,2348,67,0,225,148,206,445,662,524,205,7867,3091,10958,0.2820770213542617,2415,0.9722567287784679,125371.62162162163,682500,5.443815683104284
G06003705406,1990,California,5406,297,1818,0,28,1027,874,92,0,94,119,109,94,243,233,74,1996,1080,3076,0.3511053315994798,966,0.9047619047619048,129714.53287197232,558700,4.3071503834611535
G06003705407,1990,California,5407,429,2008,0,0,770,717,36,0,13,12,139,114,127,268,80,2212,590,2802,0.2105638829407566,753,0.952191235059761,93672.3602484472,604800,6.456547036883547
G06003705408,1990,California,5408,42,4404,0,0,441,1524,49,0,9,34,224,122,156,986,42,3769,1076,4845,0.2220846233230134,1573,0.9688493324856962,102396.98492462312,576200,5.627118810423517
G06003705411,1990,California,5411,153,2249,7,7,482,841,29,0,0,39,91,144,297,265,34,2203,679,2882,0.2356002775850104,870,0.9666666666666667,107247.61904761905,602200,5.6150430689992
G06003705412,1990,California,5412,198,4600,22,19,634,1702,37,0,43,35,36,165,1107,303,50,4500,940,5440,0.17279411764705882,1739,0.9787234042553191,107818.98539584935,603000,5.592707052344544
G06003705413,1990,California,5413,469,3608,35,23,1281,1401,53,6,24,0,91,170,622,476,65,3980,1342,5322,0.2521608417888012,1454,0.9635488308115543,101125.52966101695,572700,5.663258347518659
G06003705414,1990,California,5414,961,2238,0,0,3157,1279,72,21,73,95,222,236,381,272,51,4420,1849,6269,0.29494337214866806,1351,0.9467061435973353,91724.96025437202,468400,5.1065707600311985
G06003705414,1990,California,5414,961,2238,0,0,3157,1279,72,21,73,95,222,236,381,272,51,4420,1849,6269,0.29494337214866806,1351,0.9467061435973353,91724.96025437202,437100,4.76533321778317
G06003705415,1990,California,5415,1113,930,0,0,3467,1115,53,23,83,60,189,280,368,101,64,3401,2080,5481,0.37949279328589675,1168,0.9546232876712328,90264.90066225166,464500,5.145964783565664
G06003705417,1990,California,5417,1083,2188,46,26,2328,1306,46,0,59,0,36,195,480,382,200,4612,1033,5645,0.18299379982285208,1352,0.9659763313609467,139155.56900726393,563800,4.051580572895143
G06003705418,1990,California,5418,1757,2875,12,221,3971,2077,31,0,81,60,171,244,801,611,140,7229,1462,8691,0.16821999769876883,2108,0.9852941176470589,125639.374425023,543300,4.324281320934319
G06003705418,1990,California,5418,1757,2875,12,221,3971,2077,31,0,81,60,171,244,801,611,140,7229,1462,8691,0.16821999769876883,2108,0.9852941176470589,125639.374425023,597000,4.751695101413195
G06003705420,1990,California,5420,346,2712,4,161,1405,1050,49,0,61,12,87,223,253,366,97,3707,877,4584,0.19131762652705062,1099,0.9554140127388535,120723.37042925278,573400,4.749701718575097
G06003705422,1990,California,5422,423,3294,23,224,1908,1466,84,22,0,6,77,314,467,586,78,4383,1434,5817,0.24651882413615264,1550,0.9458064516129032,115445.76059850374,541500,4.690514378290806
G06003705425,1990,California,5425,547,4656,94,507,2106,2130,115,64,404,271,308,176,461,428,133,4740,2987,7727,0.3865665847029895,2245,0.9487750556792873,124289.80891719746,579100,4.659271786199298
G06003705425,1990,California,5425,547,4656,94,507,2106,2130,115,64,404,271,308,176,461,428,133,4740,2987,7727,0.3865665847029895,2245,0.9487750556792873,124289.80891719746,538200,4.330202167730033
G06003705426,1990,California,5426,1039,2617,117,133,4115,1774,63,12,55,193,230,358,357,500,132,5601,2328,7929,0.2936057510404843,1837,0.9657049537289059,101816.40625,495300,4.864638403990025
G06003705426,1990,California,5426,1039,2617,117,133,4115,1774,63,12,55,193,230,358,357,500,132,5601,2328,7929,0.2936057510404843,1837,0.9657049537289059,101816.40625,487400,4.787047765202379
G06003705427,1990,California,5427,766,2816,6,96,1702,1292,48,13,46,117,80,224,285,415,160,4115,1173,5288,0.2218229954614221,1340,0.9641791044776119,98267.74193548386,569200,5.792338246397269
G06003705428,1990,California,5428,267,2541,0,98,100,908,29,0,13,47,0,70,524,257,26,2325,638,2963,0.2153223084711441,937,0.9690501600853789,105690.29850746269,468400,4.431816416593115
